"Subdirección","Nombre","Código"
"RC ESTE","CAMPO DE CRIPTANA","60402"
"RC ESTE","RIO ZANCARA","60404"
"RC ESTE","SOCUELLAMOS","60406"
"RC ESTE","VILLARROBLEDO","60500"
"RC ESTE","MINAYA","60503"
"RC ESTE","LA RODA DE ALBACETE","60505"
"RC ESTE","LA GINETA","60507"
"RED DE ALTA VELOCIDAD (RAV)","PEÑAFLOR","60599"
"RC ESTE","ALBACETE - LOS LLANOS","60600"
"RC ESTE","LA LOSILLA (CGD)","60601"
"RC ESTE","ALBACETE CARGAS","60602"
"RC ESTE","CHINCHILLA","60700"
"RC ESTE","CHINCHILLA DE MONTEARAGON","60701"
"RC ESTE","VILLAR DE CHINCHILLA","60702"
"RC ESTE","BONETE","60704"
"RC ESTE","ALPERA","60705"
"RC ESTE","ALMANSA","60800"
"RC ESTE","LA ENCINA","60900"
"RC ESTE","CAUDETE","60901"
"RC ESTE","VILLENA","60902"
"RC ESTE","KM. 402,9","60903"
"RC ESTE","SAX","60904"
"RC ESTE","ELDA-PETRER","60905"
"RC ESTE","MONOVAR-PINOSO","60906"
"RC ESTE","NOVELDA-ASPE","60907"
"RC ESTE","MONFORTE DEL CID","60908"
"RC ESTE","AGOST","60909"
"RC ESTE","SAN VICENTE DE RASPEIG","60910"
"RC ESTE","ALACANT-TERMINAL","60911"
"RC ESTE","SANT VICENT CENTRE (APD)","60913"
"RC ESTE","UNIVERSIDAD DE ALICANTE (APD)","60914"
"RC ESTE","POZO CAÑADA","61001"
"RC ESTE","NAVAJUELOS","61003"
"RC ESTE","TOBARRA (APD)","61004"
"RC ESTE","HELLIN","61005"
"RC ESTE","AGRAMON","61007"
"RC ESTE","CALASPARRA","61009"
"RC ESTE","KM. 399.3","61011"
"RC ESTE","CIEZA","61012"
"RC ESTE","BLANCA-ABARAN","61013"
"RC ESTE","KM. 426,7","61014"
"RC ESTE","ARCHENA-FORTUNA (APD)","61015"
"RC ESTE","ALGUAZAS-MOLINA","61017"
"RC ESTE","KM. 445,0","61018"
"RC ESTE","ALCANTARILLA (APD)","61100"
"RC ESTE","MURCIA MERCANCIAS","61101"
"RC ESTE","MURCIA DEL CARMEN","61200"
"RC ESTE","MURCIA CONTENEDORES","61204"
"RC ESTE","EL REGUERON","61210"
"RC ESTE","KM. 479,1","61301"
"RC ESTE","RIQUELME-SUCINA","61302"
"RC ESTE","BALSICAS-MAR MENOR","61303"
"RC ESTE","TORRE-PACHECO (APD)","61304"
"RC ESTE","LA PALMA-POZO ESTRECHO","61305"
"RC ESTE","CARTAGENA","61307"
"RC ESTE","CARTAGENA-PUERTO","61308"
"RC ESTE","ESCOMBRERAS","61401"
"RC ESTE","BENIEL","62001"
"RC ESTE","ORIHUELA - MIGUEL HERNANDEZ","62002"
"RC ESTE","CALLOSA DE SEGURA","62003"
"RC ESTE","SAN ISIDRO-ALBATERA-CATRAL","62100"
"RC ESTE","CREVILLENTE","62101"
"RC ESTE","ELX-CARRUS (APD)","62102"
"RC ESTE","ELX-PARC","62103"
"RC ESTE","TORRELLANO","62104"
"RC ESTE","ALACANT-BENALUA (CGD)","62105"
"RC ESTE","ALACANT-PORT","62107"
"RC ESTE","ELX-MERCADERIES","62108"
"RC ESTE","SANT GABRIEL","62109"
"RC ESTE","LA FONT DE LA FIGUERA","64001"
"RC ESTE","MOIXENT","64003"
"RC ESTE","VALLADA","64004"
"RC ESTE","MONTESA (APD)","64005"
"RC ESTE","L' ALCUDIA","64006"
"RC ESTE","L'ENOVA-MANUEL (APD)","64007"
"RC ESTE","XATIVA","64100"
"RC ESTE","LA POBLA LLARGA","64102"
"RC ESTE","CARCAIXENT (APD)","64103"
"RC ESTE","ALZIRA","64104"
"RC ESTE","ALGEMESI","64105"
"RC ESTE","BENIFAIO","64107"
"RC ESTE","FORD","64108"
"RC ESTE","SILLA","64200"
"RC ESTE","CATARROJA","64201"
"RC ESTE","MASSANASSA (APD)","64202"
"RC ESTE","ALFAFAR-BENETUSSER","64203"
"RC ESTE","SILLA CONTENEDORES","64204"
"RC ESTE","VALENCIA-ESTACIO DEL NORD","65000"
"RC ESTE","ROCA-CUPER (APD)","65001"
"RC ESTE","VALENCIA-LA FONT DE SANT LLUIS","65002"
"RC ESTE","VALENCIA-CABANYAL (APD)","65003"
"RC ESTE","EL MAGISTRE (CGD)","65004"
"RC ESTE","ALBUIXECH (APD)","65005"
"RC ESTE","MASSALFASSAR","65006"
"RC ESTE","EL PUIG (APD)","65007"
"RC ESTE","PUÇOL","65008"
"RC ESTE","GRAO DE VALENCIA","65009"
"RC ESTE","VALENCIA PUERTO","65012"
"RC ESTE","VALENCIA-F.S.L.MERCANCIAS","65013"
"RC ESTE","VINIVAL","65014"
"RC ESTE","ALBORAYA","65015"
"RC ESTE","VALENCIA-PUERTO NORTE","65020"
"RC ESTE","SAGUNT","65200"
"RC ESTE","LES VALLS (APD)","65201"
"RC ESTE","ALMENARA","65202"
"RC ESTE","LA LLOSA (APD)","65203"
"RC ESTE","CHILCHES (APD)","65204"
"RC ESTE","MONCOFAR","65205"
"RC ESTE","NULES-VILLAVIEJA (APD)","65206"
"RC ESTE","BURRIANA-ALQUERIAS DEL N. P.","65207"
"RC ESTE","VILA-REAL","65208"
"RC ESTE","ALMASSORA (APD)","65209"
"RC ESTE","SIDMED","65210"
"RC ESTE","VILA-REAL CONTENEDORES","65211"
"RC ESTE","SAGUNTO CARGAS","65212"
"RC ESTE","CASTELLO DE LA PLANA","65300"
"RC ESTE","LES PALMES","65301"
"RC ESTE","ORPESA","65304"
"RC ESTE","TORREBLANCA","65306"
"RC ESTE","ALCALA DE CHIVERT","65308"
"RC ESTE","SANTA MAGDALENA DE PULPIS","65309"
"RC ESTE","BENICARLO-PEÑISCOLA","65311"
"RC ESTE","VINAROS","65312"
"RC ESTE","ULLDECONA-ALCANAR-LA SENIA","65314"
"RC ESTE","BENICASSIM","65318"
"RC ESTE","TORTOSA","65400"
"RC ESTE","CAMP-REDO","65401"
"RC ESTE","L'ALDEA-AMPOSTA-TORTOSA","65402"
"RC ESTE","CAMARLES-DELTEBRE (APD)","65403"
"RC ESTE","L'AMPOLLA-PERELLO-DELTEBRE (APD)","65404"
"RC ESTE","L'AMETLLA DE MAR","65405"
"RC ESTE","VANDELLOS","65406"
"RC ESTE","L'HOSPITALET DE L'INFANT","65407"
"RC ESTE","MONT-ROIG DEL CAMP","65408"
"RC ESTE","CAMBRILS","65409"
"RC ESTE","SALOU","65410"
"RC NORESTE","SALOU-PORT AVENTURA","65411"
"RC NORESTE","TRES CAMINS","65412"
"RC ESTE","PORT DE CASTELLÓ","65501"
"RC CENTRO","ONTIGOLA (APD)","66001"
"RC CENTRO","OCAÑA","66002"
"RC CENTRO","NOBLEJAS  (APD)","66003"
"RC CENTRO","VILLARRUBIA DE SANTIAGO (APD)","66004"
"RC CENTRO","SANTA CRUZ DE LA ZARZA (APD)","66005"
"RC ESTE","TARANCON","66006"
"RC ESTE","HUELVES (APD)","66008"
"RC ESTE","PAREDES DE MELO (APD)","66009"
"RC ESTE","VELLISCA (APD)","66010"
"RC ESTE","HUETE","66011"
"RC ESTE","CARACENILLA (APD)","66012"
"RC ESTE","CASTILLEJO DEL ROMERAL (APD)","66013"
"RC ESTE","CUEVAS DE VELASCO (APD)","66014"
"RC ESTE","VILLAR DEL SAZ DE NAVALON (APD)","66015"
"RC ESTE","CHILLARON (APD)","66016"
"RC ESTE","OLCESA (CGD)","66017"
"RC CENTRO","CEMENTOS OCCIDENTALES (CGD)","66018"
"RC ESTE","CUENCA","66100"
"RC ESTE","KM. 157.7","66101"
"RC ESTE","LOS PALANCARES (APD)","66102"
"RC ESTE","CAÑADA DEL HOYO (APD)","66103"
"RC ESTE","CARBONERAS DE GUADAZAON","66104"
"RC ESTE","ARGUISUELAS (APD)","66105"
"RC ESTE","YEMEDA-CARDENETE (APD)","66108"
"RC ESTE","VILLORA (APD)","66109"
"RC ESTE","ENGUIDANOS (APD)","66110"
"RC ESTE","CAMPORROBLES","66112"
"RC ESTE","LAS CUEVAS (APD)","66113"
"RC ESTE","UTIEL","66200"
"RC ESTE","SAN ANTONIO DE REQUENA (APD)","66201"
"RC ESTE","REQUENA (APD)","66202"
"RC ESTE","EL REBOLLAR","66203"
"RC ESTE","SIETE AGUAS (APD)","66204"
"RC ESTE","VENTA MINA-SIETE AGUAS (APD)","66205"
"RC ESTE","BUÑOL","66206"
"RC ESTE","CHIVA","66207"
"RC ESTE","CHESTE","66208"
"RC ESTE","LORIGUILLA-REVA","66209"
"RC ESTE","CIRCUIT RICARDO TORMO (APD)","66210"
"RC ESTE","ALDAIA","66211"
"RC ESTE","VALENCIA - SANT ISIDRE","66212"
"RC ESTE","XIRIVELLA-ALQUERIES (APD)","66214"
"RC NORESTE","KM. 111.2","67001"
"RC NORESTE","CUARTE DE HUERVA","67002"
"RC NORESTE","MARIA DE HUERVA","67004"
"RC NORESTE","ARAÑALES DE MUEL","67007"
"RC NORESTE","LONGARES (APD)","67009"
"RC NORESTE","CARIÑENA","67010"
"RC NORESTE","ENCINACORBA","67011"
"RC NORESTE","VILLARREAL DE HUERVA","67013"
"RC NORESTE","VILLADOZ (APD)","67014"
"RC NORESTE","BADULES (APD)","67015"
"RC NORESTE","VILLAHERMOSA (APD)","67016"
"RC NORESTE","FERRERUELA","67017"
"RC NORESTE","CUENCABUENA (APD)","67018"
"RC NORESTE","LECHAGO (APD)","67019"
"RC NORESTE","NAVARRETE","67020"
"RC NORESTE","CALAMOCHA (APD)","67021"
"RC NORESTE","CAMINREAL-F.CLARAS","67100"
"RC ESTE","TORRIJO DEL CAMPO (APD)","67101"
"RC ESTE","VILLAFRANCA DEL CAMPO (APD)","67103"
"RC ESTE","SANTA EULALIA DEL CAMPO","67105"
"RC ESTE","CELLA","67107"
"RC ESTE","MONREAL DEL CAMPO","67113"
"RC ESTE","TERUEL","67200"
"RC ESTE","CAPARRATES","67201"
"RC ESTE","PUERTO ESCANDON","67202"
"RC ESTE","PUEBLA DE VALVERDE","67203"
"RC ESTE","SARRION","67205"
"RC ESTE","MORA DE RUBIELOS","67206"
"RC ESTE","RUBIELOS DE MORA (APD)","67207"
"RC ESTE","BARRACAS","67208"
"RC ESTE","TORAS-BEJIS (APD)","67209"
"RC ESTE","MASADAS BLANCAS","67210"
"RC ESTE","CAUDIEL","67211"
"RC ESTE","JERICA-VIVER","67212"
"RC ESTE","NAVAJAS","67213"
"RC ESTE","SEGORBE-ARRABAL (APD)","67214"
"RC ESTE","SEGORBE-CIUDAD","67215"
"RC ESTE","ALGIMIA-CIUDAD (APD)","67216"
"RC ESTE","SONEJA (APD)","67217"
"RC ESTE","ALGAR DE PALANCIA","67218"
"RC ESTE","ALGIMIA DE ALFARA-T-TORRES(APD)","67220"
"RC ESTE","ESTIVELLA-ALBALAT DELS TARONGERS","67221"
"RC ESTE","GILET (APD)","67223"
"RC ESTE","ALBENTOSA (APD)","67225"
"RC ESTE","GENOVES (APD)","69001"
"RC ESTE","BENIGANIM (APD)","69002"
"RC ESTE","LA POBLA DEL DUC (APD)","69003"
"RC ESTE","MONTABERNER (APD)","69004"
"RC ESTE","BUFALI (APD)","69005"
"RC ESTE","ALBAIDA (APD)","69006"
"RC ESTE","AGULLENT (APD)","69007"
"RC ESTE","ONTINYENT","69008"
"RC ESTE","AGRES (APD)","69009"
"RC ESTE","COCENTAINA (APD)","69010"
"RC ESTE","ALCOI","69011"
"RC ESTE","EL ROMANI (APD)","69101"
"RC ESTE","SOLLANA","69102"
"RC ESTE","SUECA","69103"
"RC ESTE","CULLERA","69104"
"RC ESTE","TAVERNES DE LA VALLDIGNA","69105"
"RC ESTE","XERACO","69107"
"RC ESTE","GANDIA-MERCADERIES","69108"
"RC ESTE","GANDIA PORT","69109"
"RC ESTE","GANDIA","69110"
"RC ESTE","PLATJA I GRAU DE GANDIA (APD)","69111"
"RC ESTE","XIRIVELLA-L'ALTER (APD)","69200"
"RC ESTE","MANISES","69202"
"RC CENTRO","VALLECAS-INDUSTRIAL","70001"
"RC CENTRO","ASAMBLEA MADRID-ENTREVIAS (APD)","70002"
"RC CENTRO","EL POZO (APD)","70003"
"RC CENTRO","CAMBIADOR ATOCHA","70004"
"RC CENTRO","VALLECAS (APD)","70005"
"RC CENTRO","VICALVARO","70100"
"RC CENTRO","SAN FERNANDO DE HENARES","70101"
"RC CENTRO","TORREJON DE ARDOZ","70102"
"RC CENTRO","ALCALA DE HENARES","70103"
"RC CENTRO","MECO","70104"
"RC CENTRO","AZUQUECA","70105"
"","BASE AEREA DE TORREJON","70106"
"RC CENTRO","ALCALA DE H.-UNIVERSIDAD (APD)","70107"
"RC CENTRO","COSLADA","70108"
"RC CENTRO","SANTA EUGENIA (APD)","70109"
"RC CENTRO","TORREJON CARGAS (CGD)","70110"
"RC CENTRO","LA GARENA (APD)","70111"
"RC CENTRO","GUADALAJARA","70200"
"RC CENTRO","YUNQUERA DE HENARES","70202"
"RC CENTRO","MALUQUE (APD)","70203"
"RC CENTRO","HUMANES DE MOHERNANDO","70204"
"RC CENTRO","KM. 82.1","70205"
"RC CENTRO","KM. 87.9","70206"
"RC CENTRO","ESPINOSA DE HENARES","70207"
"RC CENTRO","CARRASCOSA DE HENARES (APD)","70208"
"RC CENTRO","JADRAQUE","70209"
"RC CENTRO","MATILLAS","70210"
"RC CENTRO","BAIDES","70300"
"RC CENTRO","SIGÜENZA","70302"
"RC CENTRO","ALCUNEZA (APD)","70303"
"RC CENTRO","HORNA (APD)","70304"
"RC CENTRO","TORRALBA","70400"
"RC CENTRO","MEDINACELI","70401"
"RC CENTRO","KM. 175.0","70402"
"RC CENTRO","ARCOS DE JALON","70403"
"RC CENTRO","SANTA MARIA DE HUERTA","70404"
"RC NORESTE","MONREAL DE ARIZA (APD)","70405"
"RC NORESTE","ARIZA","70500"
"RC NORESTE","CETINA (APD)","70501"
"RC NORESTE","ALHAMA DE ARAGON","70502"
"RC NORESTE","BUBIERCA (APD)","70503"
"RC NORESTE","ATECA (APD)","70504"
"RC NORESTE","TERRER (APD)","70505"
"RC NORESTE","CALATAYUD","70600"
"RC NORESTE","EMBID DE LA RIBERA","70601"
"RC NORESTE","EMBID DE JALON (APD)","70602"
"RC NORESTE","PARACUELLOS-SAVIÑAN","70603"
"RC NORESTE","SAVIÑAN (APD)","70604"
"RC NORESTE","MORES","70605"
"RC NORESTE","PURROY (APD)","70606"
"RC NORESTE","MORATA DE JALON","70607"
"RC NORESTE","CANTERA DE PURROY (CGD)","70608"
"RC NORESTE","RICLA-LA ALMUNIA","70700"
"RC NORESTE","CALATORAO (APD)","70701"
"RC NORESTE","SALILLAS DE JALON (APD)","70702"
"RC NORESTE","EPILA","70703"
"RC NORESTE","RUEDA DE JALON-LUMPIAQUE (APD)","70704"
"RC NORESTE","PLASENCIA DE JALON (APD)","70705"
"RC NORESTE","GRISEN","70706"
"RC NORESTE","PINSEQUE (APD)","70707"
"RC NORESTE","CAMBIADOR PLASENCIA DE JALON","70715"
"RC NORESTE","CASETAS","70800"
"RC NORESTE","UTEBO (APD)","70801"
"RC NORESTE","C.I.M. DE ZARAGOZA","70803"
"RC NORESTE","RIO HUERVA","70804"
"RC NORESTE","ZARAGOZA-PLAZA","70805"
"RC NORESTE","ZARAGOZA-PORTILLO","70806"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR ZARAGOZA-DELICIAS","70899"
"RC NORESTE","ZARAGOZA-EL PORTILLO","71000"
"RC NORESTE","MIRAFLORES","71100"
"RC NORESTE","LA CARTUJA","71101"
"RC NORESTE","EL BURGO DE EBRO (APD)","71102"
"RC NORESTE","FUENTES DE EBRO","71103"
"RC NORESTE","PINA (APD)","71104"
"RC NORESTE","QUINTO","71105"
"RC NORESTE","KM.  386.7","71106"
"RC NORESTE","LA ZAIDA-SASTAGO","71108"
"RC NORESTE","AZAILA (APD)","71109"
"RC NORESTE","EL ESPARTAL (CGD)","71121"
"RC NORESTE","LA PUEBLA DE HIJAR","71200"
"RC NORESTE","SAMPER","71201"
"RC NORESTE","ESCATRON","71202"
"RC NORESTE","CHIPRANA","71203"
"RC NORESTE","CASPE","71204"
"RC NORESTE","VAL DE PILAS","71205"
"RC NORESTE","FABARA","71206"
"RC NORESTE","NONASPE","71207"
"RC NORESTE","FAIO-LA POBLA DE MASSALUCA","71208"
"RC NORESTE","RIBA-ROJA D'EBRE","71209"
"RC NORESTE","FLIX","71210"
"RC NORESTE","ASCO","71211"
"RC NORESTE","MORA LA NOVA","71300"
"RC NORESTE","ELS GUIAMETS","71301"
"RC NORESTE","CAPÇANES (APD)","71302"
"RC NORESTE","MARÇA-FALSET","71303"
"RC NORESTE","PRADELL","71304"
"RC NORESTE","DUESAIGÜES-L'ARGENTERA (APD)","71305"
"RC NORESTE","RIUDECANYES-BOTARELL","71306"
"RC NORESTE","LES BORGES DEL CAMP","71307"
"RC NORESTE","REUS","71400"
"RC NORESTE","VILA-SECA (APD)","71401"
"RC NORESTE","TARRAGONA-MERCADERIES","71403"
"RC NORESTE","TARRAGONA","71500"
"RC NORESTE","ALTAFULLA-TAMARIT","71502"
"RC NORESTE","TORREDEMBARRA","71503"
"RC NORESTE","TARRAGONA PORT","71504"
"RC NORESTE","SANT VICENÇ DE CALDERS","71600"
"RC NORESTE","CALAFELL (APD)","71601"
"RC NORESTE","SEGUR DE CALAFELL (APD)","71602"
"RC NORESTE","CUNIT","71603"
"RC NORESTE","CUBELLES (APD)","71604"
"RC NORESTE","VILANOVA I LA GELTRU","71700"
"RC NORESTE","SITGES","71701"
"RC NORESTE","VALLCARCA (APD)","71702"
"RC NORESTE","GARRAF","71703"
"RC NORESTE","PLATJA DE CASTELLDEFELS (APD)","71704"
"RC NORESTE","CASTELLDEFELS","71705"
"RC NORESTE","GAVA","71706"
"RC NORESTE","EL PRAT DE LLOBREGAT","71707"
"RC NORESTE","BELLVITGE-GORNAL","71708"
"RC NORESTE","VILADECANS (APD)","71709"
"RC NORESTE","BARCELONA-SANTS","71801"
"RC NORESTE","BARNA.-PASSEIG DE GRACIA (APD)","71802"
"RC NORESTE","BARCELONA-CAN TUNIS","71901"
"RC NORESTE","BARCELONA-MORROT","71902"
"RC NORESTE","RIU LLOBREGAT","71908"
"RC NORESTE","EL MORELL (APD)","72001"
"RC NORESTE","LA SECUITA-PERAFORT (APD)","72002"
"RC NORESTE","EL CATLLAR (APD)","72003"
"RC NORESTE","LA RIERA DE GAIA (APD)","72004"
"RC NORESTE","LA POBLA DE MONTORNES (APD)","72005"
"RC NORESTE","CONSTANTI","72006"
"RC NORESTE","RODA DE BARA","72100"
"RC NORESTE","RODA DE MAR (APD)","72101"
"RC NORESTE","EL VENDRELL","72201"
"RC NORESTE","L'ARBOÇ","72202"
"RC NORESTE","ELS MONJOS","72203"
"RC NORESTE","VILAFRANCA DEL PENEDES","72204"
"RC NORESTE","LA GRANADA","72205"
"RC NORESTE","LAVERN-SUBIRATS (APD)","72206"
"RC NORESTE","SANT SADURNI D'ANOIA","72207"
"RC NORESTE","GELIDA (APD)","72208"
"RC NORESTE","MARTORELL CENTRAL","72209"
"RC NORESTE","CASTELLBISBAL","72210"
"RC NORESTE","EL PAPIOL (APD)","72211"
"RC NORESTE","MARTORELL-SEAT","72212"
"RC NORESTE","MOLINS DE REI","72300"
"RC NORESTE","SANT FELIU DE LLOBREGAT","72301"
"RC NORESTE","SANT JOAN DESPI (APD)","72302"
"RC NORESTE","CORNELLA","72303"
"RC NORESTE","SANT ILDEFONS DE CORNELLA (APD)","72304"
"RC NORESTE","L'HOSPITALET DE LLOBREGAT","72305"
"RC NORESTE","AEROPORT","72400"
"RC NORESTE","RUBI CAN VALLHONRAT","72501"
"RC NORESTE","SANT CUGAT COLL FAVA (APD)","72502"
"RC NORESTE","CERDANYOLA UNIVERSITAT","72503"
"RC NORESTE","PUIGVERD DE LLEIDA-ARTESA","73001"
"RC NORESTE","JUNEDA","73002"
"RC NORESTE","LES BORGES BLANQUES","73003"
"RC NORESTE","LA FLORESTA (APD)","73004"
"RC NORESTE","VINAIXA","73005"
"RC NORESTE","VIMBODI I POBLET (APD)","73006"
"RC NORESTE","L'ESPLUGA DE FRANCOLI","73007"
"RC NORESTE","MONTBLANC","73008"
"RC NORESTE","VILAVERD","73009"
"RC NORESTE","LA RIBA (APD)","73010"
"RC NORESTE","CAMBIADOR LLEIDA","73020"
"RC NORESTE","CANAL D'URGELL","73021"
"RC NORESTE","RIU MILANS","73022"
"RC NORESTE","LA PLANA-PICAMOIXONS","73100"
"RC NORESTE","ALCOVER","73101"
"RC NORESTE","LA SELVA DEL CAMP (APD)","73102"
"RC NORESTE","BASE DE ALCOVER","73110"
"RC NORESTE","HUESCA - CAMBIADOR DE ANCHO","74199"
"RC NORESTE","HUESCA","74200"
"RC NORESTE","HOYA DE HUESCA","74201"
"RC NORESTE","PLASENCIA DEL MONTE (APD)","74202"
"RC NORESTE","AYERBE","74204"
"RC NORESTE","RIGLOS-CONCILIO (APD)","74205"
"RC NORESTE","RIGLOS (APD)","74206"
"RC NORESTE","SANTA MARIA Y LA PEÑA","74207"
"RC NORESTE","ANZANIGO (APD)","74208"
"RC NORESTE","CALDEARENAS-AQUILUE (APD)","74209"
"RC NORESTE","ORNA DE GALLEGO (APD)","74210"
"RC NORESTE","SABIÑANIGO","74211"
"RC NORESTE","KM. 103.9","74212"
"RC NORESTE","JACA","74213"
"RC NORESTE","CASTIELLO-PUEBLO (APD)","74214"
"RC NORESTE","CASTIELLO (APD)","74215"
"RC NORESTE","VILLANUA (APD)","74216"
"RC NORESTE","CANFRANC","74217"
"RC NORESTE","ALCOLETGE (APD)","75101"
"RC NORESTE","VILANOVA DE LA BARCA (APD)","75102"
"RC NORESTE","TERMENS (APD)","75103"
"RC NORESTE","VALLFOGONA DE BALAGUER (APD)","75104"
"RC NORESTE","BALAGUER","75105"
"RC NORESTE","GERB (APD)","75106"
"RC NORESTE","SANT LLORENÇ DE MONTGAI (APD)","75107"
"RC NORESTE","VILANOVA DE LA SAL (APD)","75108"
"RC NORESTE","SANTA LINYA (APD)","75109"
"RC NORESTE","AGER (APD)","75110"
"RC NORESTE","CELLERS-LLIMIANA (APD)","75111"
"RC NORESTE","GUARDIA DE TREMP (APD)","75112"
"RC NORESTE","PALAU DE NOGUERA (APD)","75113"
"RC NORESTE","TREMP","75114"
"RC NORESTE","SALAS DE PALLARS (APD)","75115"
"RC NORESTE","LA POBLA DE SEGUR","75116"
"RC NORESTE","SALOMO","76001"
"RC NORESTE","VILABELLA (APD)","76002"
"RC NORESTE","NULLES-BRAFIM (APD)","76003"
"RC NORESTE","VALLS","76004"
"RC NORESTE","KM. 10,572","77001"
"RC NORESTE","MONTCADA-RIPOLLET","77002"
"RC NORESTE","STA PPTUA DE MOGODA LA FLORIDA (APD","77003"
"RC NORESTE","MOLLET-SANTA ROSA","77004"
"RC NORESTE","PARETS DEL VALLES","77005"
"RC NORESTE","GRANOLLERS-CANOVELLES","77006"
"RC NORESTE","LES FRANQUESES DEL VALLES","77100"
"RC NORESTE","KM. 33,700","77101"
"RC NORESTE","LA GARRIGA","77102"
"RC NORESTE","FIGARO","77103"
"RC NORESTE","SANT MARTI DE CENTELLES","77104"
"RC NORESTE","CENTELLES","77105"
"RC NORESTE","BALENYA-ELS HOSTALETS (APD)","77106"
"RC NORESTE","BALENYA-TONA-SEVA","77107"
"RC NORESTE","KM. 63,094","77108"
"RC NORESTE","VIC","77109"
"RC NORESTE","MANLLEU","77110"
"RC NORESTE","TORELLO","77111"
"RC NORESTE","BORGONYA (APD)","77112"
"RC NORESTE","SANT QUIRZE DE BESORA-MONT.","77113"
"RC NORESTE","LA FARGA DE BEBIE (APD)","77114"
"RC NORESTE","RIPOLL","77200"
"RC NORESTE","CAMPDEVANOL (APD)","77301"
"RC NORESTE","KM. 10,865","77302"
"RC NORESTE","RIBES DE FRESER","77303"
"RC NORESTE","PLANOLES","77304"
"RC NORESTE","TOSES (APD)","77305"
"RC NORESTE","LA MOLINA","77306"
"RC NORESTE","URTX-ALP (APD)","77307"
"RC NORESTE","KM. 44,690","77308"
"RC NORESTE","PUIGCERDA","77309"
"RC NORESTE","LA TOUR DE CAROL-ENVEIGT","77310"
"RC NORESTE","ZARAGOZA-ARRABAL","78002"
"RC NORESTE","SAN JUAN DE MOZARRIFAR","78004"
"RC NORESTE","VILLANUEVA DE GALLEGO","78005"
"RC NORESTE","SAN GREGORIO","78006"
"RC NORESTE","ZARAGOZA-CORBERA ALTA","78007"
"RC NORESTE","ZUERA","78100"
"RC NORESTE","ALMUDEVAR","78102"
"RC NORESTE","TARDIENTA","78200"
"RC NORESTE","GRAÑEN","78201"
"RC NORESTE","MARCEN-POLIÑINO","78202"
"RC NORESTE","SARIÑENA","78203"
"RC NORESTE","TORMILLO-LASTANOSA","78204"
"RC NORESTE","SELGUA","78300"
"RC NORESTE","MONZON-RIO CINCA","78301"
"RC NORESTE","BINEFAR","78302"
"RC NORESTE","TAMARITE-ALTORRICON","78303"
"RC NORESTE","ALMACELLES","78304"
"RC NORESTE","RAIMAT","78305"
"RC NORESTE","LLEIDA-PIRINEUS","78400"
"RC NORESTE","PLA DE VILANOVETA","78401"
"RC NORESTE","BELL-LLOC D'URGELL","78402"
"RC NORESTE","MOLLERUSSA","78403"
"RC NORESTE","GOLMES (APD)","78404"
"RC NORESTE","CASTELLNOU DE SEANA (APD)","78405"
"RC NORESTE","BELLPUIG (APD)","78406"
"RC NORESTE","ANGLESOLA (APD)","78407"
"RC NORESTE","TARREGA","78408"
"RC NORESTE","CERVERA","78500"
"RC NORESTE","SANT GUIM DE FREIXENET (APD)","78501"
"RC NORESTE","SANT MARTI SESGUEIOLES (APD)","78502"
"RC NORESTE","CALAF","78503"
"RC NORESTE","SEGUERS-S.P.SALLAVINERA(APD)","78504"
"RC NORESTE","AGUILAR DE SEGARRA (APD)","78505"
"RC NORESTE","RAJADELL (APD)","78506"
"RC NORESTE","MANRESA","78600"
"RC NORESTE","KM. 305,022","78602"
"RC NORESTE","CASTELLGALI (APD)","78603"
"RC NORESTE","SANT VICENÇ DE CASTELLET","78604"
"RC NORESTE","CASTELLBELL I EL VILAR-M.","78605"
"RC NORESTE","VACARISSES (APD)","78606"
"RC NORESTE","VACARISSES-TORREBLANCA (APD)","78607"
"RC NORESTE","KM. 324,800","78608"
"RC NORESTE","VILADECAVALLS (APD)","78609"
"RC NORESTE","SANT MIQUEL DE GONTERES (APD)","78610"
"RC NORESTE","TERRASSA ESTACIO DEL NORD","78700"
"RC NORESTE","TORREBONICA (APD)","78701"
"RC NORESTE","KM. 338,940","78702"
"RC NORESTE","SABADELL SUD","78703"
"RC NORESTE","SABADELL CENTRE (APD)","78704"
"RC NORESTE","BARBERA DEL VALLES (APD)","78705"
"RC NORESTE","CERDANYOLA DEL VALLES","78706"
"RC NORESTE","MONTCADA I REIXAC-STA. MARIA (APD)","78707"
"RC NORESTE","MONTCADA I REIXAC-MANRESA (APD)","78708"
"RC NORESTE","SABADELL NORD (APD)","78709"
"RC NORESTE","TERRASSA EST (APD)","78710"
"RC NORESTE","MONTCADA-BIFURCACIO","78800"
"RC NORESTE","TORRE BARO-VALLBONA (APD)","78801"
"RC NORESTE","FABRA I PUIG","78802"
"RC NORESTE","ARC DE TRIOMF (APD)","78804"
"RC NORESTE","PLAÇA DE CATALUNYA","78805"
"RC NORESTE","COGULLADA","78902"
"RC NORESTE","LA SAGRERA","79002"
"RC NORESTE","SANT ANDREU","79004"
"RC NORESTE","MONTCADA I REIXAC","79005"
"RC NORESTE","MOLLET-SANT FOST","79006"
"RC NORESTE","MONTMELO (APD)","79007"
"RC NORESTE","MONTORNES-BUTANO","79008"
