"Subdirección","Código"
"RED DE ALTA VELOCIDAD (RAV)","A0180"
"RC SUR","A0300"
"RC SUR","A0426"
"RC SUR","A0427"
"RED DE ALTA VELOCIDAD (RAV)","A0660"
"RED DE ALTA VELOCIDAD (RAV)","A0720"
"RED DE ALTA VELOCIDAD (RAV)","A0740"
"RED DE ALTA VELOCIDAD (RAV)","A0741"
"RED DE ALTA VELOCIDAD (RAV)","A0742"
"RED DE ALTA VELOCIDAD (RAV)","A0800"
"RED DE ALTA VELOCIDAD (RAV)","A0801"
"RC NORTE","A1112"
"RC NORTE","A1311"
"RC NOROESTE","A2031"
"RC NOROESTE","A2045"
"RC NOROESTE","A2220"
"RC NOROESTE","A2230"
"RC NOROESTE","A2240"
"RC NOROESTE","A2300"
"RC CENTRO","A3500"
"RED DE ALTA VELOCIDAD (RAV)","A3710"
"RC SUR","A5030"
"RC SUR","A5031"
"RC SUR","A5040"
"RC SUR","A5050"
"RC SUR","A5100"
"RC SUR","A5101"
"RC SUR","A5450"
"RC CENTRO","A6001"
"RC CENTRO","A6002"
"RC CENTRO","A6015"
"RC CENTRO","A6031"
"RC ESTE","A6090"
"RC ESTE","A6131"
"RC ESTE","A6141"
"RC ESTE","A6142"
"RC ESTE","A6144"
"RC ESTE","A6210"
"RC NORESTE","A6541"
"RC CENTRO","A7002"
"RC NORESTE","A7060"
"RC NORESTE","A7070"
"RC NORESTE","A7080"
"RC NORESTE","A7081"
"RC NORESTE","A7083"
"RC NORESTE","A7086"
"RC NORESTE","A7087"
"RC NORESTE","A7110"
"RC NORESTE","A7111"
"RC NORESTE","A7141"
"RC NORESTE","A7203"
"RC NORESTE","A7221"
"RC NORESTE","A7222"
"RC NORESTE","A7223"
"RC NORESTE","A7224"
"RC NORESTE","A7225"
"RC NORESTE","A7226"
"RC NORESTE","A7227"
"RC NORESTE","A7228"
"RC NORESTE","A7300"
"RC NORESTE","A7310"
"RC NORESTE","A7400"
"RC NORESTE","A7701"
"RC NORESTE","A7702"
"RC NORESTE","A7830"
"RC NORESTE","A7890"
"RC CENTRO","A9060"
"RC CENTRO","A9101"
"RED DE ALTA VELOCIDAD (RAV)","B0101"
"RC SUR","B0102"
"RC SUR","B0103"
"RED DE ALTA VELOCIDAD (RAV)","B0200"
"RED DE ALTA VELOCIDAD (RAV)","B0740"
"RED DE ALTA VELOCIDAD (RAV)","B0800"
"RC NORTE","B0801"
"RED DE ALTA VELOCIDAD (RAV)","B0802"
"RED DE ALTA VELOCIDAD (RAV)","B0900"
"RED DE ALTA VELOCIDAD (RAV)","B0901"
"RC NOROESTE","B0902"
"RC CENTRO","B1005"
"RC NORTE","B1050"
"RC NORTE","B1051"
"RC NORTE","B1052"
"RC NORTE","B1110"
"RC NORTE","B1111"
"RC NORTE","B1112"
"RC NORTE","B1120"
"RC NORTE","B1320"
"RC NORTE","B1400"
"RC NOROESTE","B1501"
"RC NOROESTE","B1506"
"RC NOROESTE","B1507"
"RC NOROESTE","B1508"
"RC NOROESTE","B1509"
"RC NOROESTE","B1511"
"RC NOROESTE","B1521"
"RC NOROESTE","B1601"
"RC NOROESTE","B1602"
"RC NOROESTE","B1611"
"RC CENTRO","B1702"
"RC CENTRO","B1703"
"RC CENTRO","B1804"
"RC NOROESTE","B2001"
"RC NOROESTE","B2021"
"RC NOROESTE","B2041"
"RC NOROESTE","B2051"
"RC NOROESTE","B2052"
"RC NOROESTE","B3001"
"RC SUR","B3002"
"RC NOROESTE","B3141"
"RC NOROESTE","B3142"
"RC SUR","B3531"
"RC CENTRO","B3700"
"RED DE ALTA VELOCIDAD (RAV)","B3710"
"RED DE ALTA VELOCIDAD (RAV)","B3770"
"RC CENTRO","B4005"
"RED DE ALTA VELOCIDAD (RAV)","B4015"
"RED DE ALTA VELOCIDAD (RAV)","B4030"
"RED DE ALTA VELOCIDAD (RAV)","B4041"
"RED DE ALTA VELOCIDAD (RAV)","B4042"
"RED DE ALTA VELOCIDAD (RAV)","B4043"
"RED DE ALTA VELOCIDAD (RAV)","B4044"
"RED DE ALTA VELOCIDAD (RAV)","B4045"
"RED DE ALTA VELOCIDAD (RAV)","B4054"
"RED DE ALTA VELOCIDAD (RAV)","B4100"
"RED DE ALTA VELOCIDAD (RAV)","B4101"
"RED DE ALTA VELOCIDAD (RAV)","B4102"
"RED DE ALTA VELOCIDAD (RAV)","B4103"
"RED DE ALTA VELOCIDAD (RAV)","B4104"
"RED DE ALTA VELOCIDAD (RAV)","B4300"
"RC SUR","B4301"
"RC SUR","B5052"
"RC SUR","B5073"
"RC SUR","B5101"
"RC SUR","B5102"
"RC SUR","B5103"
"RC SUR","B5109"
"RC SUR","B5119"
"RC SUR","B5601"
"RC SUR","B5701"
"RED DE ALTA VELOCIDAD (RAV)","B6000"
"RED DE ALTA VELOCIDAD (RAV)","B6001"
"RC CENTRO","B6002"
"RC ESTE","B6040"
"RC ESTE","B6091"
"RC ESTE","B6401"
"RC ESTE","B6402"
"RC ESTE","B6500"
"RC ESTE","B6501"
"RC ESTE","B6502"
"RC ESTE","B6504"
"RC ESTE","B6505"
"RC ESTE","B6541"
"RC ESTE","B6722"
"RC ESTE","B6731"
"RC CENTRO","B7011"
"RC NORESTE","B7081"
"RC NORESTE","B7082"
"RC NORESTE","B7171"
"RC NORESTE","B7173"
"RC NORESTE","B7181"
"RC NORESTE","B7182"
"RC NORESTE","B7184"
"RC NORESTE","B7192"
"RC NORESTE","B7193"
"RC NORESTE","B7511"
"RC NORESTE","B7800"
"RC NORESTE","B7801"
"RED DE ALTA VELOCIDAD (RAV)","B7840"
"RC NORESTE","B7901"
"RC NORESTE","B7920"
"RC NORESTE","B7941"
"RC NORESTE","B7942"
"RC NORESTE","B7943"
"RC NORTE","B8000"
"RC NORTE","B8100"
"RC NORTE","B8221"
"RC CENTRO","B8301"
"RC NORESTE","B8801"
"RC CENTRO","B9521"
"RC CENTRO","B9701"
"RC CENTRO","B9800"
"RC CENTRO","B9811"
"RC SUR","C0001"
"RC SUR","C0004"
"RED DE ALTA VELOCIDAD (RAV)","C0200"
"RED DE ALTA VELOCIDAD (RAV)","C0201"
"RED DE ALTA VELOCIDAD (RAV)","C0202"
"RED DE ALTA VELOCIDAD (RAV)","C0203"
"RED DE ALTA VELOCIDAD (RAV)","C0204"
"RED DE ALTA VELOCIDAD (RAV)","C0205"
"RED DE ALTA VELOCIDAD (RAV)","C0206"
"RED DE ALTA VELOCIDAD (RAV)","C0207"
"RED DE ALTA VELOCIDAD (RAV)","C0208"
"RED DE ALTA VELOCIDAD (RAV)","C0209"
"RED DE ALTA VELOCIDAD (RAV)","C0210"
"RED DE ALTA VELOCIDAD (RAV)","C0211"
"RC SUR","C0212"
"RC SUR","C0213"
"RED DE ALTA VELOCIDAD (RAV)","C0214"
"RC SUR","C0215"
"RED DE ALTA VELOCIDAD (RAV)","C0216"
"RED DE ALTA VELOCIDAD (RAV)","C0217"
"RED DE ALTA VELOCIDAD (RAV)","C0218"
"RED DE ALTA VELOCIDAD (RAV)","C0219"
"RED DE ALTA VELOCIDAD (RAV)","C0420"
"","C0421"
"","C0422"
"RED DE ALTA VELOCIDAD (RAV)","C0423"
"RED DE ALTA VELOCIDAD (RAV)","C0424"
"RED DE ALTA VELOCIDAD (RAV)","C0425"
"RED DE ALTA VELOCIDAD (RAV)","C0426"
"RED DE ALTA VELOCIDAD (RAV)","C0427"
"RED DE ALTA VELOCIDAD (RAV)","C0428"
"RC SUR","C0501"
"RC ESTE","C0700"
"RED DE ALTA VELOCIDAD (RAV)","C0742"
"RED DE ALTA VELOCIDAD (RAV)","C0801"
"RED DE ALTA VELOCIDAD (RAV)","C0802"
"RED DE ALTA VELOCIDAD (RAV)","C0803"
"RED DE ALTA VELOCIDAD (RAV)","C0804"
"RED DE ALTA VELOCIDAD (RAV)","C0805"
"RED DE ALTA VELOCIDAD (RAV)","C0806"
"RED DE ALTA VELOCIDAD (RAV)","C0807"
"RED DE ALTA VELOCIDAD (RAV)","C0808"
"RED DE ALTA VELOCIDAD (RAV)","C0809"
"RED DE ALTA VELOCIDAD (RAV)","C0810"
"RED DE ALTA VELOCIDAD (RAV)","C0811"
"RED DE ALTA VELOCIDAD (RAV)","C0812"
"RED DE ALTA VELOCIDAD (RAV)","C0900"
"RED DE ALTA VELOCIDAD (RAV)","C0901"
"RED DE ALTA VELOCIDAD (RAV)","C0902"
"RED DE ALTA VELOCIDAD (RAV)","C0903"
"RED DE ALTA VELOCIDAD (RAV)","C0904"
"RED DE ALTA VELOCIDAD (RAV)","C0905"
"RED DE ALTA VELOCIDAD (RAV)","C0906"
"RED DE ALTA VELOCIDAD (RAV)","C0907"
"RED DE ALTA VELOCIDAD (RAV)","C0908"
"RED DE ALTA VELOCIDAD (RAV)","C0909"
"RED DE ALTA VELOCIDAD (RAV)","C0910"
"RED DE ALTA VELOCIDAD (RAV)","C0911"
"RED DE ALTA VELOCIDAD (RAV)","C0912"
"RED DE ALTA VELOCIDAD (RAV)","C0913"
"RED DE ALTA VELOCIDAD (RAV)","C0914"
"RED DE ALTA VELOCIDAD (RAV)","C0915"
"RED DE ALTA VELOCIDAD (RAV)","C0916"
"RED DE ALTA VELOCIDAD (RAV)","C0917"
"RED DE ALTA VELOCIDAD (RAV)","C0918"
"RED DE ALTA VELOCIDAD (RAV)","C0919"
"RED DE ALTA VELOCIDAD (RAV)","C0920"
"RED DE ALTA VELOCIDAD (RAV)","C0921"
"RED DE ALTA VELOCIDAD (RAV)","C0922"
"RED DE ALTA VELOCIDAD (RAV)","C0923"
"RED DE ALTA VELOCIDAD (RAV)","C0924"
"RED DE ALTA VELOCIDAD (RAV)","C0925"
"RED DE ALTA VELOCIDAD (RAV)","C0926"
"RED DE ALTA VELOCIDAD (RAV)","C0927"
"RED DE ALTA VELOCIDAD (RAV)","C0928"
"RED DE ALTA VELOCIDAD (RAV)","C0929"
"RED DE ALTA VELOCIDAD (RAV)","C0930"
"RED DE ALTA VELOCIDAD (RAV)","C0931"
"RED DE ALTA VELOCIDAD (RAV)","C0932"
"RED DE ALTA VELOCIDAD (RAV)","C0940"
"RED DE ALTA VELOCIDAD (RAV)","C0941"
"RED DE ALTA VELOCIDAD (RAV)","C0942"
"RED DE ALTA VELOCIDAD (RAV)","C0943"
"RC NORTE","C1300"
"RC NORTE","C1301"
"RC NORTE","C1400"
"RC NORTE","C1421"
"RC NOROESTE","C3140"
"RC NOROESTE","C3143"
"RC SUR","C3530"
"RED DE ALTA VELOCIDAD (RAV)","C3710"
"RED DE ALTA VELOCIDAD (RAV)","C3711"
"RED DE ALTA VELOCIDAD (RAV)","C3712"
"RED DE ALTA VELOCIDAD (RAV)","C3713"
"RED DE ALTA VELOCIDAD (RAV)","C3714"
"RED DE ALTA VELOCIDAD (RAV)","C3715"
"RED DE ALTA VELOCIDAD (RAV)","C3720"
"RED DE ALTA VELOCIDAD (RAV)","C3721"
"RED DE ALTA VELOCIDAD (RAV)","C3722"
"RED DE ALTA VELOCIDAD (RAV)","C3723"
"RED DE ALTA VELOCIDAD (RAV)","C3724"
"RED DE ALTA VELOCIDAD (RAV)","C3725"
"RED DE ALTA VELOCIDAD (RAV)","C3726"
"RED DE ALTA VELOCIDAD (RAV)","C3727"
"RED DE ALTA VELOCIDAD (RAV)","C3728"
"RED DE ALTA VELOCIDAD (RAV)","C3729"
"RED DE ALTA VELOCIDAD (RAV)","C3770"
"RED DE ALTA VELOCIDAD (RAV)","C3771"
"RED DE ALTA VELOCIDAD (RAV)","C3772"
"RED DE ALTA VELOCIDAD (RAV)","C3773"
"RED DE ALTA VELOCIDAD (RAV)","C3775"
"RED DE ALTA VELOCIDAD (RAV)","C3776"
"RED DE ALTA VELOCIDAD (RAV)","C3777"
"RED DE ALTA VELOCIDAD (RAV)","C3778"
"RED DE ALTA VELOCIDAD (RAV)","C3781"
"RED DE ALTA VELOCIDAD (RAV)","C3782"
"RED DE ALTA VELOCIDAD (RAV)","C3783"
"RED DE ALTA VELOCIDAD (RAV)","C3784"
"RED DE ALTA VELOCIDAD (RAV)","C3785"
"RED DE ALTA VELOCIDAD (RAV)","C3786"
"RED DE ALTA VELOCIDAD (RAV)","C3788"
"RED DE ALTA VELOCIDAD (RAV)","C3789"
"RED DE ALTA VELOCIDAD (RAV)","C3790"
"RED DE ALTA VELOCIDAD (RAV)","C3793"
"RED DE ALTA VELOCIDAD (RAV)","C3794"
"RED DE ALTA VELOCIDAD (RAV)","C3795"
"RED DE ALTA VELOCIDAD (RAV)","C4001"
"RED DE ALTA VELOCIDAD (RAV)","C4002"
"RED DE ALTA VELOCIDAD (RAV)","C4003"
"RED DE ALTA VELOCIDAD (RAV)","C4004"
"RED DE ALTA VELOCIDAD (RAV)","C4005"
"RED DE ALTA VELOCIDAD (RAV)","C4006"
"RED DE ALTA VELOCIDAD (RAV)","C4300"
"RED DE ALTA VELOCIDAD (RAV)","C4301"
"RED DE ALTA VELOCIDAD (RAV)","C4302"
"RED DE ALTA VELOCIDAD (RAV)","C4303"
"RED DE ALTA VELOCIDAD (RAV)","C4304"
"RED DE ALTA VELOCIDAD (RAV)","C4305"
"RED DE ALTA VELOCIDAD (RAV)","C4306"
"RED DE ALTA VELOCIDAD (RAV)","C4307"
"RED DE ALTA VELOCIDAD (RAV)","C4308"
"RED DE ALTA VELOCIDAD (RAV)","C4309"
"RED DE ALTA VELOCIDAD (RAV)","C4310"
"RED DE ALTA VELOCIDAD (RAV)","C4311"
"RED DE ALTA VELOCIDAD (RAV)","C4312"
"RED DE ALTA VELOCIDAD (RAV)","C4313"
"RED DE ALTA VELOCIDAD (RAV)","C4314"
"RED DE ALTA VELOCIDAD (RAV)","C4315"
"RED DE ALTA VELOCIDAD (RAV)","C4316"
"RED DE ALTA VELOCIDAD (RAV)","C4317"
"RED DE ALTA VELOCIDAD (RAV)","C4318"
"RED DE ALTA VELOCIDAD (RAV)","C4319"
"RED DE ALTA VELOCIDAD (RAV)","C4320"
"RED DE ALTA VELOCIDAD (RAV)","C4321"
"RED DE ALTA VELOCIDAD (RAV)","C4322"
"RED DE ALTA VELOCIDAD (RAV)","C4323"
"RC SUR","C5440"
"RC SUR","C5501"
"RC ESTE","C6041"
"RC ESTE","C6050"
"RC ESTE","C6051"
"RC ESTE","C6052"
"RC ESTE","C6070"
"","C6071"
"RC ESTE","C6100"
"RC ESTE","C6101"
"RC ESTE","C6102"
"RC ESTE","C6103"
"RC ESTE","C6104"
"","C6410"
"RC NORESTE","C6701"
"RC NORESTE","C7400"
"RC NORESTE","C7804"
"RC NORESTE","C7805"
"RC NORESTE","C7806"
"RC NORTE","C8100"
"RC CENTRO","C8401"
"RED DE ALTA VELOCIDAD (RAV)","C9210"
"RED DE ALTA VELOCIDAD (RAV)","C9211"
"RC SUR","D0002"
"RC SUR","D0003"
"RC SUR","D0004"
"RC SUR","D0101"
"RC SUR","D0103"
"RC SUR","D0104"
"RC SUR","D0105"
"RC SUR","D0106"
"RC SUR","D0502"
"RC NORTE","D1111"
"RC NORTE","D1301"
"RC NORTE","D1303"
"RC NORTE","D1422"
"RC NORTE","D1423"
"RC NOROESTE","D1505"
"RC NOROESTE","D2012"
"RC NOROESTE","D2013"
"RC NOROESTE","D2022"
"RC NOROESTE","D2031"
"RC NOROESTE","D2032"
"RC NOROESTE","D2033"
"RC NOROESTE","D2034"
"RC NOROESTE","D2036"
"RC NOROESTE","D2037"
"RC NOROESTE","D2038"
"RC NOROESTE","D2202"
"RC NOROESTE","D2203"
"RC NOROESTE","D2211"
"RC NOROESTE","D2213"
"RC NOROESTE","D2214"
"RC NOROESTE","D2301"
"RC SUR","D3001"
"RC NOROESTE","D3011"
"RC NOROESTE","D3012"
"RC NOROESTE","D3121"
"RC NOROESTE","D3122"
"RC NOROESTE","D3124"
"RC NOROESTE","D3133"
"RC NOROESTE","D3135"
"RC NOROESTE","D3137"
"RC NOROESTE","D3302"
"RC NOROESTE","D3401"
"RC NOROESTE","D3402"
"RC NOROESTE","D3403"
"RC NOROESTE","D3405"
"RC NOROESTE","D3407"
"RC CENTRO","D3514"
"RC CENTRO","D3521"
"RC SUR","D3532"
"RC SUR","D3533"
"RC SUR","D3534"
"RC SUR","D3536"
"RC SUR","D3541"
"RC SUR","D3546"
"RC SUR","D3548"
"RC SUR","D3601"
"RC SUR","D3602"
"RC SUR","D3603"
"RC CENTRO","D3731"
"RC CENTRO","D3732"
"RC SUR","D3734"
"RC SUR","D3741"
"RC SUR","D3742"
"RC SUR","D3760"
"RC SUR","D4011"
"RC SUR","D4200"
"RC SUR","D4209"
"RC SUR","D4217"
"RC SUR","D4303"
"RC SUR","D5021"
"RC SUR","D5022"
"RC SUR","D5031"
"RC SUR","D5042"
"RC SUR","D5045"
"RC SUR","D5054"
"RC SUR","D5055"
"RC SUR","D5056"
"RC SUR","D5421"
"RC SUR","D5431"
"RC SUR","D5432"
"RC SUR","D5501"
"RC SUR","D5502"
"RC SUR","D5507"
"RC SUR","D5603"
"RC SUR","D5604"
"RC SUR","D5605"
"RC SUR","D5606"
"RC SUR","D5607"
"RC SUR","D5608"
"RC SUR","D5609"
"RC SUR","D5611"
"RC SUR","D5621"
"RC SUR","D5633"
"RC SUR","D5634"
"RC SUR","D5635"
"RC SUR","D5701"
"RC SUR","D5702"
"RC SUR","D5703"
"RC SUR","D5811"
"RC ESTE","D6101"
"RC ESTE","D6131"
"RC ESTE","D6210"
"RC ESTE","D6211"
"RC ESTE","D6541"
"RC ESTE","D6601"
"RC ESTE","D6602"
"RC ESTE","D6603"
"RC ESTE","D6604"
"RC ESTE","D6605"
"RC ESTE","D6611"
"RC ESTE","D6612"
"RC ESTE","D6613"
"RC ESTE","D6614"
"RC ESTE","D6615"
"RC ESTE","D6616"
"RC ESTE","D6617"
"RC ESTE","D6618"
"RC ESTE","D6622"
"RC ESTE","D6625"
"RC ESTE","D6626"
"RC ESTE","D6721"
"RC ESTE","D7001"
"RC ESTE","D7002"
"RC ESTE","D7003"
"RC CENTRO","D7041"
"RC CENTRO","D7042"
"RC NORESTE","D7121"
"RC NORESTE","D7123"
"RC NORESTE","D7124"
"RC NORESTE","D7171"
"RC NORESTE","D7201"
"RC NORESTE","D7202"
"RC NORESTE","D7301"
"RC NORESTE","D7310"
"RC NORESTE","D7319"
"RC NORESTE","D7421"
"RC NORESTE","D7511"
"RC NORESTE","D7711"
"RC NORESTE","D7824"
"RC NORESTE","D7831"
"RC NORESTE","D7881"
"RC NORESTE","D7931"
"RC NORESTE","D7932"
"RC NORTE","D8002"
"RC NORTE","D8003"
"RC NORTE","D8100"
"RC NORTE","D8111"
"RC NORTE","D8122"
"RC NORTE","D8123"
"RC CENTRO","D8204"
"RC CENTRO","D8302"
"RC CENTRO","D8401"
"RC CENTRO","D8412"
"RC CENTRO","D9701"
"RC SUR","00001"
"RC SUR","00002"
"RC SUR","00003"
"RC SUR","00004"
"RC SUR","00005"
"RC SUR","00006"
"RC SUR","00007"
"RC SUR","00008"
"RC SUR","00010"
"RC SUR","00012"
"RC SUR","00013"
"RC SUR","00014"
"RC SUR","00015"
"RC SUR","00016"
"RC SUR","00017"
"RC SUR","00018"
"RC SUR","01001"
"RC SUR","01002"
"RC SUR","01003"
"RC SUR","01005"
"RC SUR","01007"
"RC SUR","01009"
"RC SUR","01019"
"RED DE ALTA VELOCIDAD (RAV)","02000"
"RED DE ALTA VELOCIDAD (RAV)","02001"
"RED DE ALTA VELOCIDAD (RAV)","02002"
"RC SUR","02003"
"RED DE ALTA VELOCIDAD (RAV)","02004"
"RED DE ALTA VELOCIDAD (RAV)","02005"
"RED DE ALTA VELOCIDAD (RAV)","02020"
"RC SUR","03001"
"RC SUR","03002"
"RC SUR","03003"
"RC SUR","03100"
"RED DE ALTA VELOCIDAD (RAV)","04001"
"RED DE ALTA VELOCIDAD (RAV)","04002"
"RED DE ALTA VELOCIDAD (RAV)","04003"
"RED DE ALTA VELOCIDAD (RAV)","04005"
"RED DE ALTA VELOCIDAD (RAV)","04007"
"RED DE ALTA VELOCIDAD (RAV)","04009"
"RED DE ALTA VELOCIDAD (RAV)","04011"
"RED DE ALTA VELOCIDAD (RAV)","04013"
"RED DE ALTA VELOCIDAD (RAV)","04015"
"RED DE ALTA VELOCIDAD (RAV)","04018"
"RED DE ALTA VELOCIDAD (RAV)","04020"
"RED DE ALTA VELOCIDAD (RAV)","04026"
"RED DE ALTA VELOCIDAD (RAV)","04028"
"RED DE ALTA VELOCIDAD (RAV)","04030"
"RED DE ALTA VELOCIDAD (RAV)","04031"
"RC NORESTE","04040"
"RED DE ALTA VELOCIDAD (RAV)","04044"
"RED DE ALTA VELOCIDAD (RAV)","04046"
"RED DE ALTA VELOCIDAD (RAV)","04048"
"RED DE ALTA VELOCIDAD (RAV)","04050"
"RED DE ALTA VELOCIDAD (RAV)","04052"
"RED DE ALTA VELOCIDAD (RAV)","04054"
"RED DE ALTA VELOCIDAD (RAV)","04055"
"RED DE ALTA VELOCIDAD (RAV)","04100"
"RED DE ALTA VELOCIDAD (RAV)","04101"
"RED DE ALTA VELOCIDAD (RAV)","04102"
"RED DE ALTA VELOCIDAD (RAV)","04103"
"RED DE ALTA VELOCIDAD (RAV)","04104"
"RED DE ALTA VELOCIDAD (RAV)","04105"
"RED DE ALTA VELOCIDAD (RAV)","04106"
"RED DE ALTA VELOCIDAD (RAV)","04107"
"RED DE ALTA VELOCIDAD (RAV)","04108"
"RED DE ALTA VELOCIDAD (RAV)","04109"
"RED DE ALTA VELOCIDAD (RAV)","04110"
"RED DE ALTA VELOCIDAD (RAV)","04200"
"RED DE ALTA VELOCIDAD (RAV)","04300"
"RED DE ALTA VELOCIDAD (RAV)","04301"
"RED DE ALTA VELOCIDAD (RAV)","04302"
"RED DE ALTA VELOCIDAD (RAV)","04303"
"RED DE ALTA VELOCIDAD (RAV)","04304"
"RED DE ALTA VELOCIDAD (RAV)","04305"
"RED DE ALTA VELOCIDAD (RAV)","04306"
"RED DE ALTA VELOCIDAD (RAV)","04307"
"RED DE ALTA VELOCIDAD (RAV)","04308"
"RED DE ALTA VELOCIDAD (RAV)","04309"
"RED DE ALTA VELOCIDAD (RAV)","04310"
"RED DE ALTA VELOCIDAD (RAV)","04311"
"RC SUR","05000"
"RC SUR","05002"
"RC SUR","05003"
"RC SUR","05004"
"RC SUR","05005"
"RC SUR","05006"
"RC SUR","05007"
"RC SUR","05008"
"RC SUR","05009"
"RC SUR","05010"
"RC SUR","05011"
"RC SUR","05012"
"RC SUR","05013"
"RC SUR","05014"
"RC SUR","05015"
"RC SUR","05016"
"RC SUR","05017"
"RC SUR","05018"
"RC SUR","05019"
"RC ESTE","06001"
"RC ESTE","06002"
"RC ESTE","06003"
"RC ESTE","06004"
"RC ESTE","06005"
"RC ESTE","06006"
"RC ESTE","06007"
"RC ESTE","06008"
"RC ESTE","06100"
"RC ESTE","07001"
"RC ESTE","07003"
"RC ESTE","07004"
"RC ESTE","07007"
"RED DE ALTA VELOCIDAD (RAV)","08000"
"RED DE ALTA VELOCIDAD (RAV)","08001"
"RED DE ALTA VELOCIDAD (RAV)","08004"
"RED DE ALTA VELOCIDAD (RAV)","08005"
"RED DE ALTA VELOCIDAD (RAV)","08006"
"RED DE ALTA VELOCIDAD (RAV)","08007"
"RED DE ALTA VELOCIDAD (RAV)","08008"
"RED DE ALTA VELOCIDAD (RAV)","08009"
"RED DE ALTA VELOCIDAD (RAV)","08010"
"RED DE ALTA VELOCIDAD (RAV)","08011"
"RED DE ALTA VELOCIDAD (RAV)","08012"
"RED DE ALTA VELOCIDAD (RAV)","08013"
"RED DE ALTA VELOCIDAD (RAV)","08200"
"RED DE ALTA VELOCIDAD (RAV)","09000"
"RED DE ALTA VELOCIDAD (RAV)","09001"
"RED DE ALTA VELOCIDAD (RAV)","09002"
"RED DE ALTA VELOCIDAD (RAV)","09003"
"RED DE ALTA VELOCIDAD (RAV)","09004"
"RED DE ALTA VELOCIDAD (RAV)","09005"
"RED DE ALTA VELOCIDAD (RAV)","09006"
"RED DE ALTA VELOCIDAD (RAV)","09007"
"RED DE ALTA VELOCIDAD (RAV)","09008"
"RED DE ALTA VELOCIDAD (RAV)","09009"
"RED DE ALTA VELOCIDAD (RAV)","09010"
"RED DE ALTA VELOCIDAD (RAV)","09011"
"RED DE ALTA VELOCIDAD (RAV)","09012"
"RED DE ALTA VELOCIDAD (RAV)","09013"
"RED DE ALTA VELOCIDAD (RAV)","09014"
"RED DE ALTA VELOCIDAD (RAV)","09015"
"RED DE ALTA VELOCIDAD (RAV)","09016"
"RED DE ALTA VELOCIDAD (RAV)","09020"
"RED DE ALTA VELOCIDAD (RAV)","09021"
"RED DE ALTA VELOCIDAD (RAV)","09022"
"RC CENTRO","10000"
"RC CENTRO","10001"
"RC CENTRO","10002"
"RC CENTRO","10005"
"RC CENTRO","10007"
"RC CENTRO","10010"
"RC CENTRO","10100"
"RC CENTRO","10101"
"RC CENTRO","10103"
"RC CENTRO","10104"
"RC CENTRO","10105"
"RC CENTRO","10200"
"RC CENTRO","10201"
"RC CENTRO","10202"
"RC CENTRO","10203"
"RC CENTRO","10204"
"RC CENTRO","10205"
"RC CENTRO","10206"
"RC CENTRO","10207"
"RC CENTRO","10208"
"RC CENTRO","10209"
"RC CENTRO","10300"
"RC CENTRO","10301"
"RC CENTRO","10302"
"RC CENTRO","10400"
"RC NORTE","10401"
"RC NORTE","10403"
"RC NORTE","10404"
"RC NORTE","10405"
"RC NORTE","10406"
"RC NORTE","10407"
"RC NORTE","10408"
"RC NORTE","10409"
"RC NORTE","10410"
"RC NORTE","10411"
"RC NORTE","10500"
"RC NORTE","10501"
"RC NORTE","10502"
"RC NORTE","10503"
"RC NORTE","10504"
"RC CENTRO","10505"
"RC NORTE","10600"
"RC NORTE","10601"
"RC NORTE","10602"
"RC NORTE","10603"
"RC NORTE","10604"
"RC NORTE","10605"
"RC NORTE","10608"
"RC NORTE","10610"
"RC NORTE","11000"
"RC NORTE","11002"
"RC NORTE","11003"
"RC NORTE","11004"
"RC NORTE","11005"
"RC NORTE","11006"
"RC NORTE","11007"
"RC NORTE","11008"
"RC NORTE","11009"
"RC NORTE","11010"
"RC NORTE","11011"
"RC NORTE","11014"
"RC NORTE","11101"
"RC NORTE","11102"
"RC NORTE","11103"
"RC NORTE","11104"
"RC NORTE","11106"
"RC NORTE","11107"
"RC NORTE","11109"
"RC NORTE","11110"
"RC NORTE","11111"
"RC NORTE","11112"
"RC NORTE","11200"
"RC NORTE","11202"
"RC NORTE","11203"
"RC NORTE","11204"
"RC NORTE","11205"
"RC NORTE","11206"
"RC NORTE","11207"
"RC NORTE","11208"
"RC NORTE","11209"
"RC NORTE","11210"
"RC NORTE","11211"
"RC NORTE","11212"
"RC NORTE","11213"
"RC NORTE","11214"
"RC NORTE","11215"
"RC NORTE","11216"
"RC NORTE","11220"
"RC NORTE","11221"
"RC NORTE","11300"
"RC NORTE","11303"
"RC NORTE","11304"
"RC NORTE","11305"
"RC NORTE","11306"
"RC NORTE","11400"
"RC NORTE","11402"
"RC NORTE","11403"
"RC NORTE","11404"
"RC NORTE","11405"
"RC NORTE","11406"
"RC NORTE","11407"
"RC NORTE","11408"
"RC NORTE","11409"
"RC NORTE","11411"
"RC NORTE","11500"
"RC NORTE","11501"
"RC NORTE","11502"
"RC NORTE","11503"
"RC NORTE","11504"
"RC NORTE","11505"
"RC NORTE","11506"
"RC NORTE","11507"
"RC NORTE","11508"
"RC NORTE","11509"
"RC NORTE","11510"
"RC NORTE","11511"
"RC NORTE","11512"
"RC NORTE","11513"
"RC NORTE","11514"
"RC NORTE","11515"
"RC NORTE","11516"
"RC NORTE","11518"
"RC NORTE","11521"
"RC NORTE","11600"
"RC NORTE","11601"
"RC NORTE","11602"
